id,geo_name,county_name,state_name,households,pct_without_internet_subscription,median_income
0500000US18047,"Franklin County, Indiana",Franklin County,Indiana,8744,28.5,58382
0500000US18049,"Fulton County, Indiana",Fulton County,Indiana,7884,26.5,49333
0500000US18051,"Gibson County, Indiana",Gibson County,Indiana,13244,22.8,52620
0500000US18053,"Grant County, Indiana",Grant County,Indiana,26121,30.1,42593
0500000US18055,"Greene County, Indiana",Greene County,Indiana,12790,30.1,49177
0500000US18057,"Hamilton County, Indiana",Hamilton County,Indiana,116982,6.5,94644
0500000US18059,"Hancock County, Indiana",Hancock County,Indiana,28215,15.5,73142
0500000US18061,"Harrison County, Indiana",Harrison County,Indiana,14584,27.6,57132
0500000US18063,"Hendricks County, Indiana",Hendricks County,Indiana,58078,12.4,78355
0500000US18065,"Henry County, Indiana",Henry County,Indiana,18408,28.4,48235
0500000US18067,"Howard County, Indiana",Howard County,Indiana,34550,23.2,50869
0500000US18069,"Huntington County, Indiana",Huntington County,Indiana,14754,24.4,52208
0500000US18071,"Jackson County, Indiana",Jackson County,Indiana,16746,26.7,49506
0500000US18073,"Jasper County, Indiana",Jasper County,Indiana,12539,20.1,59574
0500000US18075,"Jay County, Indiana",Jay County,Indiana,8149,32.3,44772
0500000US18077,"Jefferson County, Indiana",Jefferson County,Indiana,12759,24,51119
0500000US18079,"Jennings County, Indiana",Jennings County,Indiana,10659,27.5,49801
0500000US18081,"Johnson County, Indiana",Johnson County,Indiana,55777,15.3,68712
0500000US18083,"Knox County, Indiana",Knox County,Indiana,14955,22.6,46457
0500000US18085,"Kosciusko County, Indiana",Kosciusko County,Indiana,30676,22,58402
0500000US18087,"LaGrange County, Indiana",LaGrange County,Indiana,12079,40.6,60675
0500000US18089,"Lake County, Indiana",Lake County,Indiana,185437,22.2,54249
0500000US18091,"LaPorte County, Indiana",LaPorte County,Indiana,42904,22.2,51101
0500000US18093,"Lawrence County, Indiana",Lawrence County,Indiana,18487,26.9,52092
0500000US18095,"Madison County, Indiana",Madison County,Indiana,51422,22.2,47436
0500000US18097,"Marion County, Indiana",Marion County,Indiana,369033,23.2,46692
0500000US18099,"Marshall County, Indiana",Marshall County,Indiana,17245,28.7,54229
0500000US18101,"Martin County, Indiana",Martin County,Indiana,4198,27.4,51224
0500000US18103,"Miami County, Indiana",Miami County,Indiana,13707,27.3,47460
0500000US18105,"Monroe County, Indiana",Monroe County,Indiana,55537,16.9,47075
0500000US18107,"Montgomery County, Indiana",Montgomery County,Indiana,15271,21.2,53610
0500000US18109,"Morgan County, Indiana",Morgan County,Indiana,25926,20.7,62462
0500000US18111,"Newton County, Indiana",Newton County,Indiana,5562,20.6,53146
0500000US18113,"Noble County, Indiana",Noble County,Indiana,18090,21.2,55033
0500000US18115,"Ohio County, Indiana",Ohio County,Indiana,2513,25.8,61148
0500000US18117,"Orange County, Indiana",Orange County,Indiana,7881,33.8,45341
0500000US18119,"Owen County, Indiana",Owen County,Indiana,8695,31.5,48667
0500000US18121,"Parke County, Indiana",Parke County,Indiana,6145,33.5,48788
0500000US18123,"Perry County, Indiana",Perry County,Indiana,7465,28.5,51064
0500000US18125,"Pike County, Indiana",Pike County,Indiana,5129,33.5,52527
0500000US18127,"Porter County, Indiana",Porter County,Indiana,63969,16.5,68044
0500000US18129,"Posey County, Indiana",Posey County,Indiana,10175,23.7,62583
0500000US18131,"Pulaski County, Indiana",Pulaski County,Indiana,5200,25.9,48370
0500000US18133,"Putnam County, Indiana",Putnam County,Indiana,13439,21.7,56169
0500000US18135,"Randolph County, Indiana",Randolph County,Indiana,10477,26.9,45601
0500000US18137,"Ripley County, Indiana",Ripley County,Indiana,11165,25.2,56295
0500000US18139,"Rush County, Indiana",Rush County,Indiana,6725,36.7,50535
0500000US18141,"St. Joseph County, Indiana",St. Joseph County,Indiana,101241,23.1,50938
0500000US18143,"Scott County, Indiana",Scott County,Indiana,9004,32.5,47123
0500000US18145,"Shelby County, Indiana",Shelby County,Indiana,17725,25.5,59214
0500000US18147,"Spencer County, Indiana",Spencer County,Indiana,8109,28.8,56998
0500000US18149,"Starke County, Indiana",Starke County,Indiana,8735,27.9,48895
0500000US18151,"Steuben County, Indiana",Steuben County,Indiana,14156,19.7,56101
0500000US18153,"Sullivan County, Indiana",Sullivan County,Indiana,7707,33.8,46517
0500000US18155,"Switzerland County, Indiana",Switzerland County,Indiana,4297,29.7,47929
0500000US18157,"Tippecanoe County, Indiana",Tippecanoe County,Indiana,69112,17.3,51844
0500000US18159,"Tipton County, Indiana",Tipton County,Indiana,6295,24.3,55479
0500000US18161,"Union County, Indiana",Union County,Indiana,2846,32,48227
0500000US18163,"Vanderburgh County, Indiana",Vanderburgh County,Indiana,75197,21.8,46943
0500000US18165,"Vermillion County, Indiana",Vermillion County,Indiana,6616,22.1,48377
0500000US18167,"Vigo County, Indiana",Vigo County,Indiana,41874,22.7,43859
0500000US18169,"Wabash County, Indiana",Wabash County,Indiana,12875,26.9,50637
0500000US18171,"Warren County, Indiana",Warren County,Indiana,3384,22.8,61148
0500000US18173,"Warrick County, Indiana",Warrick County,Indiana,24267,16.7,70648
0500000US18175,"Washington County, Indiana",Washington County,Indiana,10721,32.4,47078
0500000US18177,"Wayne County, Indiana",Wayne County,Indiana,26611,30.2,44228
0500000US18179,"Wells County, Indiana",Wells County,Indiana,10874,24.1,56265
0500000US18181,"White County, Indiana",White County,Indiana,9745,22.7,55086
0500000US18183,"Whitley County, Indiana",Whitley County,Indiana,13548,20.8,61153
0500000US19001,"Adair County, Iowa",Adair County,Iowa,3136,26.7,51859
0500000US19003,"Adams County, Iowa",Adams County,Iowa,1641,26.7,49229
0500000US19005,"Allamakee County, Iowa",Allamakee County,Iowa,5957,28.8,51057
0500000US19007,"Appanoose County, Iowa",Appanoose County,Iowa,5416,31.6,41111
0500000US19009,"Audubon County, Iowa",Audubon County,Iowa,2677,28.4,50397
0500000US19011,"Benton County, Iowa",Benton County,Iowa,10224,21.8,65475
0500000US19013,"Black Hawk County, Iowa",Black Hawk County,Iowa,52976,20.4,52688
0500000US19015,"Boone County, Iowa",Boone County,Iowa,10940,20.8,61111
0500000US19017,"Bremer County, Iowa",Bremer County,Iowa,9585,19.4,68023
0500000US19019,"Buchanan County, Iowa",Buchanan County,Iowa,8046,21.9,61409
0500000US19021,"Buena Vista County, Iowa",Buena Vista County,Iowa,7550,20.5,54556
0500000US19023,"Butler County, Iowa",Butler County,Iowa,6251,25.4,55999
0500000US19025,"Calhoun County, Iowa",Calhoun County,Iowa,4191,23.3,50800
0500000US19027,"Carroll County, Iowa",Carroll County,Iowa,8674,22.5,57674
0500000US19029,"Cass County, Iowa",Cass County,Iowa,5964,27.1,48178
0500000US19031,"Cedar County, Iowa",Cedar County,Iowa,7546,19.6,65791
0500000US19033,"Cerro Gordo County, Iowa",Cerro Gordo County,Iowa,19213,23,52902
0500000US19035,"Cherokee County, Iowa",Cherokee County,Iowa,5337,18.8,54658
0500000US19037,"Chickasaw County, Iowa",Chickasaw County,Iowa,5191,23.6,55385
0500000US19039,"Clarke County, Iowa",Clarke County,Iowa,3854,23.4,51571
0500000US19041,"Clay County, Iowa",Clay County,Iowa,7343,21.6,47874
0500000US19043,"Clayton County, Iowa",Clayton County,Iowa,7652,27.1,52828
0500000US19045,"Clinton County, Iowa",Clinton County,Iowa,19689,23.4,50156
0500000US19047,"Crawford County, Iowa",Crawford County,Iowa,6435,25.6,53609
0500000US19049,"Dallas County, Iowa",Dallas County,Iowa,32886,11.6,84790
0500000US19051,"Davis County, Iowa",Davis County,Iowa,3215,36.6,58464
0500000US19053,"Decatur County, Iowa",Decatur County,Iowa,3213,29.6,42614
0500000US19055,"Delaware County, Iowa",Delaware County,Iowa,6939,22.7,61179
0500000US19057,"Des Moines County, Iowa",Des Moines County,Iowa,16840,24.6,49977
0500000US19059,"Dickinson County, Iowa",Dickinson County,Iowa,8069,18.4,58099
0500000US19061,"Dubuque County, Iowa",Dubuque County,Iowa,38330,18.2,61321
0500000US19063,"Emmet County, Iowa",Emmet County,Iowa,4110,26.6,48542
0500000US19065,"Fayette County, Iowa",Fayette County,Iowa,8315,24.5,50015
0500000US19067,"Floyd County, Iowa",Floyd County,Iowa,6759,26.1,48110
0500000US19069,"Franklin County, Iowa",Franklin County,Iowa,4200,30.7,53742
0500000US19071,"Fremont County, Iowa",Fremont County,Iowa,2990,23.2,54281
0500000US19073,"Greene County, Iowa",Greene County,Iowa,3889,24.8,54050
0500000US19075,"Grundy County, Iowa",Grundy County,Iowa,5137,19.9,66965
0500000US19077,"Guthrie County, Iowa",Guthrie County,Iowa,4397,24.2,57075
0500000US19079,"Hamilton County, Iowa",Hamilton County,Iowa,6315,24.7,56273
0500000US19081,"Hancock County, Iowa",Hancock County,Iowa,4766,24.5,61167
0500000US19083,"Hardin County, Iowa",Hardin County,Iowa,7175,27.3,53872
0500000US19085,"Harrison County, Iowa",Harrison County,Iowa,6076,27.1,60063
0500000US19087,"Henry County, Iowa",Henry County,Iowa,7714,24.5,52428
0500000US19089,"Howard County, Iowa",Howard County,Iowa,3868,25.5,52742
0500000US19091,"Humboldt County, Iowa",Humboldt County,Iowa,4221,24.2,52219
0500000US19093,"Ida County, Iowa",Ida County,Iowa,3010,24.4,55969
0500000US19095,"Iowa County, Iowa",Iowa County,Iowa,6791,24.1,58570
0500000US19097,"Jackson County, Iowa",Jackson County,Iowa,8236,23.9,54070
0500000US19099,"Jasper County, Iowa",Jasper County,Iowa,14548,22.5,55727
0500000US19101,"Jefferson County, Iowa",Jefferson County,Iowa,6831,21.9,43378
0500000US19103,"Johnson County, Iowa",Johnson County,Iowa,58163,11.9,61640
0500000US19105,"Jones County, Iowa",Jones County,Iowa,8204,24.6,56012
0500000US19107,"Keokuk County, Iowa",Keokuk County,Iowa,4384,25.6,51043
0500000US19109,"Kossuth County, Iowa",Kossuth County,Iowa,6666,24,54146
0500000US19111,"Lee County, Iowa",Lee County,Iowa,14177,27,48571
0500000US19113,"Linn County, Iowa",Linn County,Iowa,89807,16.6,64862
0500000US19115,"Louisa County, Iowa",Louisa County,Iowa,4343,23.1,53943
0500000US19117,"Lucas County, Iowa",Lucas County,Iowa,3642,25.2,50206
0500000US19119,"Lyon County, Iowa",Lyon County,Iowa,4549,19.1,64352
0500000US19121,"Madison County, Iowa",Madison County,Iowa,6309,19.7,64512
0500000US19123,"Mahaska County, Iowa",Mahaska County,Iowa,8829,21,52950
0500000US19125,"Marion County, Iowa",Marion County,Iowa,13314,23.1,58492
0500000US19127,"Marshall County, Iowa",Marshall County,Iowa,15338,25.7,54027
0500000US19129,"Mills County, Iowa",Mills County,Iowa,5587,18.1,69177
0500000US19131,"Mitchell County, Iowa",Mitchell County,Iowa,4397,23,55553
0500000US19133,"Monona County, Iowa",Monona County,Iowa,4053,25.2,45252
0500000US19135,"Monroe County, Iowa",Monroe County,Iowa,3329,28,49549
0500000US19137,"Montgomery County, Iowa",Montgomery County,Iowa,4587,22.9,47648
0500000US19139,"Muscatine County, Iowa",Muscatine County,Iowa,16536,23.3,57348
0500000US19141,"O'Brien County, Iowa",O'Brien County,Iowa,6031,22.9,53045
0500000US19143,"Osceola County, Iowa",Osceola County,Iowa,2611,19,58125
0500000US19145,"Page County, Iowa",Page County,Iowa,6323,22.4,49974
0500000US19147,"Palo Alto County, Iowa",Palo Alto County,Iowa,3812,23.5,52462
0500000US19149,"Plymouth County, Iowa",Plymouth County,Iowa,10115,17.4,64296
0500000US19151,"Pocahontas County, Iowa",Pocahontas County,Iowa,3205,22.7,49877
0500000US19153,"Polk County, Iowa",Polk County,Iowa,183753,16,66044
0500000US19155,"Pottawattamie County, Iowa",Pottawattamie County,Iowa,36881,23.1,57467
0500000US19157,"Poweshiek County, Iowa",Poweshiek County,Iowa,7681,21.6,53520
0500000US19159,"Ringgold County, Iowa",Ringgold County,Iowa,1997,27.1,52005
0500000US19161,"Sac County, Iowa",Sac County,Iowa,4367,22.8,54958
0500000US19163,"Scott County, Iowa",Scott County,Iowa,67025,20.4,58803
0500000US19165,"Shelby County, Iowa",Shelby County,Iowa,5046,23.5,55489
0500000US19167,"Sioux County, Iowa",Sioux County,Iowa,12166,13.9,67178
0500000US19169,"Story County, Iowa",Story County,Iowa,37219,18.8,54554
0500000US19171,"Tama County, Iowa",Tama County,Iowa,6755,24.7,55898
0500000US19173,"Taylor County, Iowa",Taylor County,Iowa,2650,28.5,48717
0500000US19175,"Union County, Iowa",Union County,Iowa,5194,25.3,47518
0500000US19177,"Van Buren County, Iowa",Van Buren County,Iowa,2863,34.7,47083
0500000US19179,"Wapello County, Iowa",Wapello County,Iowa,14418,25.7,45233
0500000US19181,"Warren County, Iowa",Warren County,Iowa,18959,17.2,74383
0500000US19183,"Washington County, Iowa",Washington County,Iowa,8720,22.9,61769
0500000US19185,"Wayne County, Iowa",Wayne County,Iowa,2669,30.3,45017
0500000US19187,"Webster County, Iowa",Webster County,Iowa,15208,24.5,44261
0500000US19189,"Winnebago County, Iowa",Winnebago County,Iowa,4605,23,51002
0500000US19191,"Winneshiek County, Iowa",Winneshiek County,Iowa,8205,20.5,62820
0500000US19193,"Woodbury County, Iowa",Woodbury County,Iowa,38975,23.5,55483
0500000US19195,"Worth County, Iowa",Worth County,Iowa,3170,25.7,54329
0500000US19197,"Wright County, Iowa",Wright County,Iowa,5690,30.1,50198
0500000US20001,"Allen County, Kansas",Allen County,Kansas,5289,26.4,42679
0500000US20003,"Anderson County, Kansas",Anderson County,Kansas,3069,31.1,46274
0500000US20005,"Atchison County, Kansas",Atchison County,Kansas,5980,27.8,48667
0500000US20007,"Barber County, Kansas",Barber County,Kansas,1960,25.5,50613
0500000US20009,"Barton County, Kansas",Barton County,Kansas,10892,26.3,50198
0500000US20011,"Bourbon County, Kansas",Bourbon County,Kansas,5722,32.2,40733
0500000US20013,"Brown County, Kansas",Brown County,Kansas,3904,26.2,48547
0500000US20015,"Butler County, Kansas",Butler County,Kansas,24473,19.1,63272
0500000US20017,"Chase County, Kansas",Chase County,Kansas,1029,29.3,46295
0500000US20019,"Chautauqua County, Kansas",Chautauqua County,Kansas,1450,38.1,38690
0500000US20021,"Cherokee County, Kansas",Cherokee County,Kansas,8037,29,41103
0500000US20023,"Cheyenne County, Kansas",Cheyenne County,Kansas,1228,22.8,46833
0500000US20025,"Clark County, Kansas",Clark County,Kansas,893,34,50368
0500000US20027,"Clay County, Kansas",Clay County,Kansas,3402,30.3,56186
0500000US20029,"Cloud County, Kansas",Cloud County,Kansas,3858,31.2,44143
0500000US20031,"Coffey County, Kansas",Coffey County,Kansas,3548,20.3,58636
0500000US20033,"Comanche County, Kansas",Comanche County,Kansas,744,23.9,56912
0500000US20035,"Cowley County, Kansas",Cowley County,Kansas,13566,26.7,48087
0500000US20037,"Crawford County, Kansas",Crawford County,Kansas,15053,23.6,40174
0500000US20039,"Decatur County, Kansas",Decatur County,Kansas,1486,22.7,44104
0500000US20041,"Dickinson County, Kansas",Dickinson County,Kansas,7801,26.1,48167
0500000US20043,"Doniphan County, Kansas",Doniphan County,Kansas,3024,33.3,49338
0500000US20045,"Douglas County, Kansas",Douglas County,Kansas,46294,13.6,55832
0500000US20047,"Edwards County, Kansas",Edwards County,Kansas,1302,33.1,49293
0500000US20049,"Elk County, Kansas",Elk County,Kansas,1117,34.6,38494
0500000US20051,"Ellis County, Kansas",Ellis County,Kansas,11581,19.8,52700
0500000US20053,"Ellsworth County, Kansas",Ellsworth County,Kansas,2462,26.1,48188
0500000US20055,"Finney County, Kansas",Finney County,Kansas,12509,22.4,56573
0500000US20057,"Ford County, Kansas",Ford County,Kansas,11274,24,53072
0500000US20059,"Franklin County, Kansas",Franklin County,Kansas,9982,30.6,55486
0500000US20061,"Geary County, Kansas",Geary County,Kansas,12754,17.3,49185
0500000US20063,"Gove County, Kansas",Gove County,Kansas,1211,23.4,48894
0500000US20065,"Graham County, Kansas",Graham County,Kansas,1216,22,40769
0500000US20067,"Grant County, Kansas",Grant County,Kansas,2592,20.5,55455
0500000US20069,"Gray County, Kansas",Gray County,Kansas,2179,22.5,64426
0500000US20071,"Greeley County, Kansas",Greeley County,Kansas,494,21.7,51250
0500000US20073,"Greenwood County, Kansas",Greenwood County,Kansas,2758,34.4,42595
0500000US20075,"Hamilton County, Kansas",Hamilton County,Kansas,852,26.9,45000
0500000US20077,"Harper County, Kansas",Harper County,Kansas,2274,27.5,49455
0500000US20079,"Harvey County, Kansas",Harvey County,Kansas,13383,20.4,56051
0500000US20081,"Haskell County, Kansas",Haskell County,Kansas,1329,23.8,53527
0500000US20083,"Hodgeman County, Kansas",Hodgeman County,Kansas,761,21,53854
0500000US20085,"Jackson County, Kansas",Jackson County,Kansas,5392,22,55904
0500000US20087,"Jefferson County, Kansas",Jefferson County,Kansas,7600,21.7,61793
0500000US20089,"Jewell County, Kansas",Jewell County,Kansas,1380,33.1,42552
0500000US20091,"Johnson County, Kansas",Johnson County,Kansas,226242,8.4,84915
0500000US20093,"Kearny County, Kansas",Kearny County,Kansas,1261,26,51314
0500000US20095,"Kingman County, Kansas",Kingman County,Kansas,3091,28.1,58483
0500000US20097,"Kiowa County, Kansas",Kiowa County,Kansas,981,27.8,51336
0500000US20099,"Labette County, Kansas",Labette County,Kansas,8033,26,47668
0500000US20101,"Lane County, Kansas",Lane County,Kansas,787,18.2,51719
0500000US20103,"Leavenworth County, Kansas",Leavenworth County,Kansas,27060,18.7,71184
0500000US20105,"Lincoln County, Kansas",Lincoln County,Kansas,1264,28.2,46196
0500000US20107,"Linn County, Kansas",Linn County,Kansas,4348,41.7,43699
0500000US20109,"Logan County, Kansas",Logan County,Kansas,1137,22.2,51597
0500000US20111,"Lyon County, Kansas",Lyon County,Kansas,13584,19.8,44191
0500000US20113,"McPherson County, Kansas",McPherson County,Kansas,12298,21.1,57765
0500000US20115,"Marion County, Kansas",Marion County,Kansas,4789,27.1,51262
0500000US20117,"Marshall County, Kansas",Marshall County,Kansas,4112,26.5,50234
0500000US20119,"Meade County, Kansas",Meade County,Kansas,1675,22.7,55568
0500000US20121,"Miami County, Kansas",Miami County,Kansas,12727,26.1,69150
0500000US20123,"Mitchell County, Kansas",Mitchell County,Kansas,2616,22.6,45221
0500000US20125,"Montgomery County, Kansas",Montgomery County,Kansas,13538,26.8,45173
0500000US20127,"Morris County, Kansas",Morris County,Kansas,2247,21.9,50352
0500000US20129,"Morton County, Kansas",Morton County,Kansas,1117,29.4,43925
0500000US20131,"Nemaha County, Kansas",Nemaha County,Kansas,4020,25,58644
0500000US20133,"Neosho County, Kansas",Neosho County,Kansas,6681,30.7,44294
0500000US20135,"Ness County, Kansas",Ness County,Kansas,1313,27.4,51033
0500000US20137,"Norton County, Kansas",Norton County,Kansas,1930,21.5,49891
0500000US20139,"Osage County, Kansas",Osage County,Kansas,6554,23.3,55036
0500000US20141,"Osborne County, Kansas",Osborne County,Kansas,1691,26.8,48355
0500000US20143,"Ottawa County, Kansas",Ottawa County,Kansas,2420,29.6,51971
0500000US20145,"Pawnee County, Kansas",Pawnee County,Kansas,2502,30.9,42853
0500000US20147,"Phillips County, Kansas",Phillips County,Kansas,2363,19.5,48272
0500000US20149,"Pottawatomie County, Kansas",Pottawatomie County,Kansas,8695,16.9,64657
0500000US20151,"Pratt County, Kansas",Pratt County,Kansas,3684,26.2,54029
0500000US20153,"Rawlins County, Kansas",Rawlins County,Kansas,1168,21.1,48125
0500000US20155,"Reno County, Kansas",Reno County,Kansas,25052,21.7,49174
0500000US20157,"Republic County, Kansas",Republic County,Kansas,2248,32.5,48022
0500000US20159,"Rice County, Kansas",Rice County,Kansas,3863,23.6,50764
0500000US20161,"Riley County, Kansas",Riley County,Kansas,26648,13,49910
0500000US20163,"Rooks County, Kansas",Rooks County,Kansas,2100,26.1,50511
0500000US20165,"Rush County, Kansas",Rush County,Kansas,1403,27.7,40598
0500000US20167,"Russell County, Kansas",Russell County,Kansas,2979,22.3,52806
0500000US20169,"Saline County, Kansas",Saline County,Kansas,22210,21.7,50515
0500000US20171,"Scott County, Kansas",Scott County,Kansas,2025,13.3,71394
0500000US20173,"Sedgwick County, Kansas",Sedgwick County,Kansas,195779,20.2,54974
0500000US20175,"Seward County, Kansas",Seward County,Kansas,7315,22.5,47025
0500000US20177,"Shawnee County, Kansas",Shawnee County,Kansas,72017,27,55199
0500000US20179,"Sheridan County, Kansas",Sheridan County,Kansas,1134,22.4,56071
0500000US20181,"Sherman County, Kansas",Sherman County,Kansas,2649,14.5,52847
0500000US20183,"Smith County, Kansas",Smith County,Kansas,1681,21.2,43438
0500000US20185,"Stafford County, Kansas",Stafford County,Kansas,1811,28.8,48563
0500000US20187,"Stanton County, Kansas",Stanton County,Kansas,807,31.1,46726
0500000US20189,"Stevens County, Kansas",Stevens County,Kansas,1911,27.6,56507
0500000US20191,"Sumner County, Kansas",Sumner County,Kansas,9321,25.3,54915
0500000US20193,"Thomas County, Kansas",Thomas County,Kansas,3301,14.5,57478
0500000US20195,"Trego County, Kansas",Trego County,Kansas,1380,14,56810
0500000US20197,"Wabaunsee County, Kansas",Wabaunsee County,Kansas,2749,22.7,60450
0500000US20199,"Wallace County, Kansas",Wallace County,Kansas,633,22.4,58875
0500000US20201,"Washington County, Kansas",Washington County,Kansas,2344,30.5,48889
0500000US20203,"Wichita County, Kansas",Wichita County,Kansas,903,23.5,57566
0500000US20205,"Wilson County, Kansas",Wilson County,Kansas,3795,36.2,46208
0500000US20207,"Woodson County, Kansas",Woodson County,Kansas,1476,37.5,34621
0500000US20209,"Wyandotte County, Kansas",Wyandotte County,Kansas,59983,27.8,44873
0500000US21001,"Adair County, Kentucky",Adair County,Kentucky,7020,32.2,39346
0500000US21003,"Allen County, Kentucky",Allen County,Kentucky,7697,33.2,40893
0500000US21005,"Anderson County, Kentucky",Anderson County,Kentucky,8627,24.7,54160
0500000US21007,"Ballard County, Kentucky",Ballard County,Kentucky,3085,28.8,44350
0500000US21009,"Barren County, Kentucky",Barren County,Kentucky,16965,22.9,40216
0500000US21011,"Bath County, Kentucky",Bath County,Kentucky,4624,30.4,40837
0500000US21013,"Bell County, Kentucky",Bell County,Kentucky,10940,39.3,24628
0500000US21015,"Boone County, Kentucky",Boone County,Kentucky,46404,10.4,75043
0500000US21017,"Bourbon County, Kentucky",Bourbon County,Kentucky,8128,30.9,51462
0500000US21019,"Boyd County, Kentucky",Boyd County,Kentucky,18798,22,46165
0500000US21021,"Boyle County, Kentucky",Boyle County,Kentucky,10984,24.5,43274
0500000US21023,"Bracken County, Kentucky",Bracken County,Kentucky,3377,31.8,45827
0500000US21025,"Breathitt County, Kentucky",Breathitt County,Kentucky,5322,38.8,26376
0500000US21027,"Breckinridge County, Kentucky",Breckinridge County,Kentucky,7675,29.8,48189
0500000US21029,"Bullitt County, Kentucky",Bullitt County,Kentucky,29374,18,60534
0500000US21031,"Butler County, Kentucky",Butler County,Kentucky,4996,35.4,40061
0500000US21033,"Caldwell County, Kentucky",Caldwell County,Kentucky,5176,26.2,44940
0500000US21035,"Calloway County, Kentucky",Calloway County,Kentucky,14641,22.7,40219
0500000US21037,"Campbell County, Kentucky",Campbell County,Kentucky,36308,18.9,59782
0500000US21039,"Carlisle County, Kentucky",Carlisle County,Kentucky,2020,28,39664
0500000US21041,"Carroll County, Kentucky",Carroll County,Kentucky,3981,37.5,43258
0500000US21043,"Carter County, Kentucky",Carter County,Kentucky,9972,40.4,33067
0500000US21045,"Casey County, Kentucky",Casey County,Kentucky,6330,33,34457
0500000US21047,"Christian County, Kentucky",Christian County,Kentucky,25682,27,41235
0500000US21049,"Clark County, Kentucky",Clark County,Kentucky,14427,24.7,52938
0500000US21051,"Clay County, Kentucky",Clay County,Kentucky,7625,30.1,26250
0500000US21053,"Clinton County, Kentucky",Clinton County,Kentucky,3835,44.6,31115
0500000US21055,"Crittenden County, Kentucky",Crittenden County,Kentucky,3645,38.7,43169
0500000US21057,"Cumberland County, Kentucky",Cumberland County,Kentucky,2769,36.2,32906
0500000US21059,"Daviess County, Kentucky",Daviess County,Kentucky,39808,20.4,49836
0500000US21061,"Edmonson County, Kentucky",Edmonson County,Kentucky,4886,24.9,41360
0500000US21063,"Elliott County, Kentucky",Elliott County,Kentucky,2576,36.8,33377
0500000US21065,"Estill County, Kentucky",Estill County,Kentucky,5503,35.3,31337
0500000US21067,"Fayette County, Kentucky",Fayette County,Kentucky,128806,15.5,54918
0500000US21069,"Fleming County, Kentucky",Fleming County,Kentucky,5888,29.2,42213
0500000US21071,"Floyd County, Kentucky",Floyd County,Kentucky,15163,31.8,31267
0500000US21073,"Franklin County, Kentucky",Franklin County,Kentucky,20875,20.6,55068
0500000US21075,"Fulton County, Kentucky",Fulton County,Kentucky,2524,38.5,28559
0500000US21077,"Gallatin County, Kentucky",Gallatin County,Kentucky,3073,34,50204
0500000US21079,"Garrard County, Kentucky",Garrard County,Kentucky,6823,24.8,49888
0500000US21081,"Grant County, Kentucky",Grant County,Kentucky,8849,32.2,45610
0500000US21083,"Graves County, Kentucky",Graves County,Kentucky,14484,30.3,41615
0500000US21085,"Grayson County, Kentucky",Grayson County,Kentucky,9771,35.1,37906
0500000US21087,"Green County, Kentucky",Green County,Kentucky,4466,34.2,37374
0500000US21089,"Greenup County, Kentucky",Greenup County,Kentucky,14057,21.8,49343
0500000US21091,"Hancock County, Kentucky",Hancock County,Kentucky,3301,24.1,52019
0500000US21093,"Hardin County, Kentucky",Hardin County,Kentucky,41111,22.4,53168
0500000US21095,"Harlan County, Kentucky",Harlan County,Kentucky,11213,36.5,26324
0500000US21097,"Harrison County, Kentucky",Harrison County,Kentucky,7149,33.1,49696
0500000US21099,"Hart County, Kentucky",Hart County,Kentucky,7311,32.2,37795
0500000US21101,"Henderson County, Kentucky",Henderson County,Kentucky,18480,27.1,45389
0500000US21103,"Henry County, Kentucky",Henry County,Kentucky,5999,31.6,51447
0500000US21105,"Hickman County, Kentucky",Hickman County,Kentucky,1855,39.4,40463
0500000US21107,"Hopkins County, Kentucky",Hopkins County,Kentucky,18560,29.4,45738
0500000US21109,"Jackson County, Kentucky",Jackson County,Kentucky,5455,33.8,32143
0500000US21111,"Jefferson County, Kentucky",Jefferson County,Kentucky,310318,19.3,54357
0500000US21113,"Jessamine County, Kentucky",Jessamine County,Kentucky,18773,17.7,56728
0500000US21115,"Johnson County, Kentucky",Johnson County,Kentucky,8737,26,37559
0500000US21117,"Kenton County, Kentucky",Kenton County,Kentucky,63529,16.4,61606
0500000US21119,"Knott County, Kentucky",Knott County,Kentucky,6348,35.6,29326
0500000US21121,"Knox County, Kentucky",Knox County,Kentucky,12270,46.7,28790
0500000US21123,"Larue County, Kentucky",Larue County,Kentucky,5654,30,41779
0500000US21125,"Laurel County, Kentucky",Laurel County,Kentucky,22735,26.4,39230
0500000US21127,"Lawrence County, Kentucky",Lawrence County,Kentucky,5956,35.6,31813
0500000US21129,"Lee County, Kentucky",Lee County,Kentucky,2864,45.8,23972
0500000US21131,"Leslie County, Kentucky",Leslie County,Kentucky,4223,37.2,30798
0500000US21133,"Letcher County, Kentucky",Letcher County,Kentucky,9892,32.3,29856
0500000US21135,"Lewis County, Kentucky",Lewis County,Kentucky,5435,34.5,31096
0500000US21137,"Lincoln County, Kentucky",Lincoln County,Kentucky,9706,36.3,39833
0500000US21139,"Livingston County, Kentucky",Livingston County,Kentucky,3967,32.7,46076
0500000US21141,"Logan County, Kentucky",Logan County,Kentucky,10565,37.5,43842
0500000US21143,"Lyon County, Kentucky",Lyon County,Kentucky,3258,30.7,50097
0500000US21145,"McCracken County, Kentucky",McCracken County,Kentucky,27841,24.5,44486
0500000US21147,"McCreary County, Kentucky",McCreary County,Kentucky,6203,46.2,23273
